Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss
88.752796,PriceTrader,Tick,366,374,-8,3314,3312,186.3,-121.3,-137.3
88.752796,BaseAutoTrader,Tick,360,366,-6,3314,3312,133.24,-60.24,-72.24
89.005244,SpreadTrader,Tick,140,147,-7,3314,3312,4.29,-182.79,-196.79
89.005244,PriceTrader,Tick,366,374,-8,3314,3312,186.3,-121.3,-137.3
89.005244,BaseAutoTrader,Tick,360,366,-6,3314,3312,133.24,-60.24,-72.24
89.250299,SpreadTrader,Tick,140,147,-7,3313,3312,4.29,-182.79,-189.79
89.250299,PriceTrader,Tick,376,374,2,3313,3312,182.99,-122.99,-120.99
89.250299,BaseAutoTrader,Tick,370,366,4,3313,3312,129.93,-61.93,-57.93
89.503369,SpreadTrader,Tick,140,147,-7,3312,3312,4.29,-182.79,-182.79
89.503369,PriceTrader,Tick,376,374,2,3312,3312,182.99,-122.99,-122.99
89.503369,BaseAutoTrader,Tick,370,366,4,3312,3312,129.93,-61.93,-61.93
89.754419,SpreadTrader,Tick,140,147,-7,3313,3312,4.29,-182.79,-189.79
89.754419,PriceTrader,Tick,376,374,2,3313,3312,182.99,-122.99,-120.99
89.754419,BaseAutoTrader,Tick,370,366,4,3313,3312,129.93,-61.93,-57.93
90.001766,SpreadTrader,Tick,140,147,-7,3313,3312,4.29,-182.79,-189.79
90.001766,PriceTrader,Tick,376,374,2,3313,3312,182.99,-122.99,-120.99
90.001766,BaseAutoTrader,Tick,370,366,4,3313,3312,129.93,-61.93,-57.93
90.253468,SpreadTrader,Tick,140,147,-7,3312,3312,4.29,-182.79,-182.79
90.253468,PriceTrader,Tick,376,374,2,3312,3312,182.99,-122.99,-122.99
90.253468,BaseAutoTrader,Tick,370,366,4,3312,3312,129.93,-61.93,-61.93
90.504513,SpreadTrader,Tick,140,147,-7,3313,3312,4.29,-182.79,-189.79
90.504513,PriceTrader,Tick,376,384,-8,3313,3312,179.68,-114.68,-122.68
90.504513,BaseAutoTrader,Tick,370,376,-6,3313,3312,126.62,-53.62,-59.62
90.751875,SpreadTrader,Tick,140,147,-7,3313,3312,4.29,-182.79,-189.79
90.751875,PriceTrader,Tick,386,384,2,3313,3312,186.31,-126.31,-124.31
90.751875,BaseAutoTrader,Tick,380,376,4,3313,3312,133.25,-65.25,-61.25
91.000265,SpreadTrader,Tick,160,147,13,3312,3312,17.54,-206.04,-206.04
91.000265,PriceTrader,Tick,386,394,-8,3312,3312,183.0,-118.0,-118.0
91.000265,BaseAutoTrader,Tick,380,386,-6,3312,3312,129.94,-56.94,-56.94
91.250357,SpreadTrader,Tick,160,147,13,3312,3312,17.54,-206.04,-206.04
91.250357,PriceTrader,Tick,386,394,-8,3312,3312,183.0,-118.0,-118.0
91.250357,BaseAutoTrader,Tick,380,386,-6,3312,3312,129.94,-56.94,-56.94
91.500318,SpreadTrader,Tick,160,147,13,3312,3312,17.54,-206.04,-206.04
91.500318,PriceTrader,Tick,386,394,-8,3312,3312,183.0,-118.0,-118.0
91.500318,BaseAutoTrader,Tick,380,386,-6,3312,3312,129.94,-56.94,-56.94
91.753487,SpreadTrader,Tick,160,147,13,3312,3312,17.54,-206.04,-206.04
91.753487,PriceTrader,Tick,386,394,-8,3312,3312,183.0,-118.0,-118.0
91.753487,BaseAutoTrader,Tick,380,386,-6,3312,3312,129.94,-56.94,-56.94
92.001519,SpreadTrader,Tick,160,147,13,3312,3312,17.54,-206.04,-206.04
92.001519,PriceTrader,Tick,396,394,2,3312,3312,179.69,-119.69,-119.69
92.001519,BaseAutoTrader,Tick,390,386,4,3312,3312,126.63,-58.63,-58.63
92.255247,SpreadTrader,Tick,160,147,13,3312,3313,17.54,-206.04,-219.04
92.255247,PriceTrader,Tick,401,394,7,3312,3313,178.03,-115.53,-122.53
92.255247,BaseAutoTrader,Tick,400,386,14,3312,3313,123.32,-50.32,-64.32
92.502426,SpreadTrader,Tick,160,147,13,3312,3313,17.54,-206.04,-219.04
92.502426,PriceTrader,Tick,406,394,12,3312,3313,176.37,-111.37,-123.37
92.502426,BaseAutoTrader,Tick,400,391,9,3312,3313,126.63,-56.13,-65.13
92.754644,SpreadTrader,Tick,160,147,13,3311,3313,17.54,-206.04,-232.04
92.754644,PriceTrader,Tick,406,404,2,3311,3313,182.99,-122.99,-126.99
92.754644,BaseAutoTrader,Tick,410,391,19,3311,3313,123.32,-47.82,-85.82
93.002035,SpreadTrader,Tick,160,147,13,3312,3313,17.54,-206.04,-219.04
93.002035,PriceTrader,Tick,416,404,12,3312,3313,179.68,-114.68,-126.68
93.002035,BaseAutoTrader,Tick,410,401,9,3312,3313,129.94,-59.44,-68.44
93.252884,SpreadTrader,Tick,160,157,3,3312,3313,14.23,-207.73,-210.73
93.252884,PriceTrader,Tick,416,404,12,3312,3313,179.68,-114.68,-126.68
93.252884,BaseAutoTrader,Tick,420,401,19,3312,3313,136.56,-61.06,-80.06
93.504393,SpreadTrader,Tick,160,157,3,3312,3312,14.23,-207.73,-207.73
93.504393,PriceTrader,Tick,416,404,12,3312,3312,179.68,-114.68,-114.68
93.504393,BaseAutoTrader,Tick,420,401,19,3312,3312,136.56,-61.06,-61.06
93.754687,SpreadTrader,Tick,160,157,3,3312,3312,14.23,-207.73,-207.73
93.754687,PriceTrader,Tick,416,404,12,3312,3312,179.68,-114.68,-114.68
93.754687,BaseAutoTrader,Tick,420,401,19,3312,3312,136.56,-61.06,-61.06
94.000187,SpreadTrader,Tick,160,157,3,3312,3312,14.23,-207.73,-207.73
94.000187,PriceTrader,Tick,416,404,12,3312,3312,179.68,-114.68,-114.68
94.000187,BaseAutoTrader,Tick,420,401,19,3312,3312,136.56,-61.06,-61.06
94.250429,SpreadTrader,Tick,160,157,3,3312,3312,14.23,-207.73,-207.73
94.250429,PriceTrader,Tick,416,404,12,3312,3312,179.68,-114.68,-114.68
94.250429,BaseAutoTrader,Tick,420,401,19,3312,3312,136.56,-61.06,-61.06
94.5008,SpreadTrader,Tick,160,157,3,3312,3312,14.23,-207.73,-207.73
94.5008,PriceTrader,Tick,416,404,12,3312,3312,179.68,-114.68,-114.68
94.5008,BaseAutoTrader,Tick,420,401,19,3312,3312,136.56,-61.06,-61.06
94.750302,SpreadTrader,Tick,160,157,3,3312,3312,14.23,-207.73,-207.73
94.750302,PriceTrader,Tick,416,404,12,3312,3312,179.68,-114.68,-114.68
94.750302,BaseAutoTrader,Tick,420,401,19,3312,3312,136.56,-61.06,-61.06
95.000572,SpreadTrader,Tick,160,157,3,3312,3312,14.23,-207.73,-207.73
95.000572,PriceTrader,Tick,416,404,12,3312,3312,179.68,-114.68,-114.68
95.000572,BaseAutoTrader,Tick,420,401,19,3312,3312,136.56,-61.06,-61.06
95.254366,SpreadTrader,Tick,160,157,3,3312,3312,14.23,-207.73,-207.73
95.254366,PriceTrader,Tick,416,404,12,3312,3312,179.68,-114.68,-114.68
95.254366,BaseAutoTrader,Tick,420,401,19,3312,3312,136.56,-61.06,-61.06
95.501791,SpreadTrader,Tick,160,157,3,3312,3312,14.23,-207.73,-207.73
95.501791,PriceTrader,Tick,416,404,12,3312,3312,179.68,-114.68,-114.68
95.501791,BaseAutoTrader,Tick,420,401,19,3312,3312,136.56,-61.06,-61.06
95.750262,SpreadTrader,Tick,160,157,3,3311,3312,14.23,-207.73,-210.73
95.750262,PriceTrader,Tick,416,404,12,3311,3312,179.68,-114.68,-126.68
95.750262,BaseAutoTrader,Tick,420,401,19,3311,3312,136.56,-61.06,-80.06
96.000209,SpreadTrader,Tick,160,157,3,3311,3312,14.23,-207.73,-210.73
96.000209,PriceTrader,Tick,416,404,12,3311,3312,179.68,-114.68,-126.68
96.000209,BaseAutoTrader,Tick,420,401,19,3311,3312,136.56,-61.06,-80.06
96.250213,SpreadTrader,Tick,160,157,3,3311,3312,14.23,-207.73,-210.73
96.250213,PriceTrader,Tick,416,404,12,3311,3312,179.68,-114.68,-126.68
96.250213,BaseAutoTrader,Tick,420,401,19,3311,3312,136.56,-61.06,-80.06
96.504194,SpreadTrader,Tick,160,167,-7,3312,3312,10.92,-204.42,-204.42
96.504194,PriceTrader,Tick,416,414,2,3312,3312,176.37,-111.37,-111.37
96.504194,BaseAutoTrader,Tick,420,411,9,3312,3312,133.25,-57.75,-57.75
96.750248,SpreadTrader,Tick,160,167,-7,3312,3312,10.92,-204.42,-204.42
96.750248,PriceTrader,Tick,416,414,2,3312,3312,176.37,-111.37,-111.37
96.750248,BaseAutoTrader,Tick,420,411,9,3312,3312,133.25,-57.75,-57.75
97.003818,SpreadTrader,Tick,160,167,-7,3312,3312,10.92,-204.42,-204.42
97.003818,PriceTrader,Tick,416,414,2,3312,3312,176.37,-111.37,-111.37
97.003818,BaseAutoTrader,Tick,420,411,9,3312,3312,133.25,-57.75,-57.75
97.250617,SpreadTrader,Tick,160,167,-7,3312,3312,10.92,-204.42,-204.42
97.250617,PriceTrader,Tick,416,414,2,3312,3312,176.37,-111.37,-111.37
97.250617,BaseAutoTrader,Tick,420,411,9,3312,3312,133.25,-57.75,-57.75
97.502576,SpreadTrader,Tick,160,167,-7,3313,3313,10.92,-204.42,-204.42
97.502576,PriceTrader,Tick,416,414,2,3313,3313,176.37,-111.37,-111.37
97.502576,BaseAutoTrader,Tick,420,411,9,3313,3313,133.25,-57.75,-57.75
97.750896,SpreadTrader,Tick,160,167,-7,3313,3313,10.92,-204.42,-204.42
97.750896,PriceTrader,Tick,416,414,2,3313,3313,176.37,-111.37,-111.37
97.750896,BaseAutoTrader,Tick,420,411,9,3313,3313,133.25,-57.75,-57.75
98.001077,SpreadTrader,Tick,160,167,-7,3312,3313,10.92,-204.42,-197.42
98.001077,PriceTrader,Tick,416,414,2,3312,3313,176.37,-111.37,-113.37
98.001077,BaseAutoTrader,Tick,420,411,9,3312,3313,133.25,-57.75,-66.75
98.252839,SpreadTrader,Tick,160,167,-7,3312,3313,10.92,-204.42,-197.42
98.252839,PriceTrader,Tick,416,414,2,3312,3313,176.37,-111.37,-113.37
98.252839,BaseAutoTrader,Tick,420,411,9,3312,3313,133.25,-57.75,-66.75
98.501307,SpreadTrader,Tick,160,167,-7,3312,3313,10.92,-204.42,-197.42
98.501307,PriceTrader,Tick,416,414,2,3312,3313,176.37,-111.37,-113.37
98.501307,BaseAutoTrader,Tick,420,411,9,3312,3313,133.25,-57.75,-66.75
98.753455,SpreadTrader,Tick,160,167,-7,3312,3313,10.92,-204.42,-197.42
98.753455,PriceTrader,Tick,416,414,2,3312,3313,176.37,-111.37,-113.37
98.753455,BaseAutoTrader,Tick,420,411,9,3312,3313,133.25,-57.75,-66.75
99.003004,SpreadTrader,Tick,160,167,-7,3313,3313,10.92,-204.42,-204.42
99.003004,PriceTrader,Tick,416,414,2,3313,3313,176.37,-111.37,-111.37
99.003004,BaseAutoTrader,Tick,420,411,9,3313,3313,133.25,-57.75,-57.75
99.25025,SpreadTrader,Tick,160,167,-7,3313,3312,10.92,-204.42,-211.42
99.25025,PriceTrader,Tick,416,414,2,3313,3312,176.37,-111.37,-109.37
99.25025,BaseAutoTrader,Tick,420,411,9,3313,3312,133.25,-57.75,-48.75
99.501176,SpreadTrader,Tick,160,167,-7,3313,3312,10.92,-204.42,-211.42
99.501176,PriceTrader,Tick,416,414,2,3313,3312,176.37,-111.37,-109.37
99.501176,BaseAutoTrader,Tick,420,411,9,3313,3312,133.25,-57.75,-48.75
99.753655,SpreadTrader,Tick,160,167,-7,3313,3312,10.92,-204.42,-211.42
99.753655,PriceTrader,Tick,416,414,2,3313,3312,176.37,-111.37,-109.37
99.753655,BaseAutoTrader,Tick,420,411,9,3313,3312,133.25,-57.75,-48.75
100.000753,SpreadTrader,Tick,160,167,-7,3312,3312,10.92,-204.42,-204.42
100.000753,PriceTrader,Tick,416,414,2,3312,3312,176.37,-111.37,-111.37
100.000753,BaseAutoTrader,Tick,420,411,9,3312,3312,133.25,-57.75,-57.75
100.252534,SpreadTrader,Tick,160,167,-7,3313,3312,10.92,-204.42,-211.42
100.252534,PriceTrader,Tick,416,414,2,3313,3312,176.37,-111.37,-109.37
100.252534,BaseAutoTrader,Tick,420,411,9,3313,3312,133.25,-57.75,-48.75
100.502656,SpreadTrader,Tick,160,167,-7,3312,3312,10.92,-204.42,-204.42
100.502656,PriceTrader,Tick,416,424,-8,3312,3312,173.06,-103.06,-103.06
100.502656,BaseAutoTrader,Tick,420,421,-1,3312,3312,129.94,-49.44,-49.44
100.751192,SpreadTrader,Tick,160,167,-7,3312,3312,10.92,-204.42,-204.42
100.751192,PriceTrader,Tick,416,424,-8,3312,3312,173.06,-103.06,-103.06
100.751192,BaseAutoTrader,Tick,420,421,-1,3312,3312,129.94,-49.44,-49.44
101.003817,SpreadTrader,Tick,160,167,-7,3313,3312,10.92,-204.42,-211.42
101.003817,PriceTrader,Tick,416,424,-8,3313,3312,173.06,-103.06,-111.06
101.003817,BaseAutoTrader,Tick,420,421,-1,3313,3312,129.94,-49.44,-50.44
101.250684,SpreadTrader,Tick,160,167,-7,3313,3312,10.92,-204.42,-211.42
101.250684,PriceTrader,Tick,416,424,-8,3313,3312,173.06,-103.06,-111.06
101.250684,BaseAutoTrader,Tick,420,421,-1,3313,3312,129.94,-49.44,-50.44
101.503479,SpreadTrader,Tick,160,167,-7,3313,3313,10.92,-204.42,-204.42
101.503479,PriceTrader,Tick,416,424,-8,3313,3313,173.06,-103.06,-103.06
101.503479,BaseAutoTrader,Tick,420,421,-1,3313,3313,129.94,-49.44,-49.44
101.758655,SpreadTrader,Tick,160,167,-7,3313,3313,10.92,-204.42,-204.42
101.758655,PriceTrader,Tick,416,424,-8,3313,3313,173.06,-103.06,-103.06
101.758655,BaseAutoTrader,Tick,420,421,-1,3313,3313,129.94,-49.44,-49.44
102.003414,SpreadTrader,Tick,160,167,-7,3313,3313,10.92,-204.42,-204.42
102.003414,PriceTrader,Tick,416,424,-8,3313,3313,173.06,-103.06,-103.06
102.003414,BaseAutoTrader,Tick,420,421,-1,3313,3313,129.94,-49.44,-49.44
102.251582,SpreadTrader,Tick,160,167,-7,3313,3313,10.92,-204.42,-204.42
102.251582,PriceTrader,Tick,416,424,-8,3313,3313,173.06,-103.06,-103.06
102.251582,BaseAutoTrader,Tick,420,421,-1,3313,3313,129.94,-49.44,-49.44
102.500355,SpreadTrader,Tick,160,167,-7,3313,3313,10.92,-204.42,-204.42
102.500355,PriceTrader,Tick,416,424,-8,3313,3313,173.06,-103.06,-103.06
102.500355,BaseAutoTrader,Tick,420,421,-1,3313,3313,129.94,-49.44,-49.44
102.75356,SpreadTrader,Tick,160,167,-7,3313,3313,10.92,-204.42,-204.42
102.75356,PriceTrader,Tick,416,424,-8,3313,3313,173.06,-103.06,-103.06
102.75356,BaseAutoTrader,Tick,420,421,-1,3313,3313,129.94,-49.44,-49.44
103.000189,SpreadTrader,Tick,160,167,-7,3313,3313,10.92,-204.42,-204.42
103.000189,PriceTrader,Tick,426,424,2,3313,3313,169.75,-104.75,-104.75
103.000189,BaseAutoTrader,Tick,430,421,9,3313,3313,126.63,-51.13,-51.13
103.253827,SpreadTrader,Tick,160,167,-7,3313,3312,10.92,-204.42,-211.42
103.253827,PriceTrader,Tick,426,424,2,3313,3312,169.75,-104.75,-102.75
103.253827,BaseAutoTrader,Tick,430,421,9,3313,3312,126.63,-51.13,-42.13
103.500901,SpreadTrader,Tick,160,167,-7,3313,3312,10.92,-204.42,-211.42
103.500901,PriceTrader,Tick,426,434,-8,3313,3312,176.37,-106.37,-114.37
103.500901,BaseAutoTrader,Tick,430,431,-1,3313,3312,133.25,-52.75,-53.75
103.75364,SpreadTrader,Tick,160,167,-7,3313,3312,10.92,-204.42,-211.42
103.75364,PriceTrader,Tick,426,434,-8,3313,3312,176.37,-106.37,-114.37
103.75364,BaseAutoTrader,Tick,430,431,-1,3313,3312,133.25,-52.75,-53.75
104.000777,SpreadTrader,Tick,160,167,-7,3312,3312,10.92,-204.42,-204.42
104.000777,PriceTrader,Tick,426,434,-8,3312,3312,176.37,-106.37,-106.37
104.000777,BaseAutoTrader,Tick,430,431,-1,3312,3312,133.25,-52.75,-52.75
104.25036,SpreadTrader,Tick,160,167,-7,3312,3312,10.92,-204.42,-204.42
104.25036,PriceTrader,Tick,426,434,-8,3312,3312,176.37,-106.37,-106.37
104.25036,BaseAutoTrader,Tick,430,431,-1,3312,3312,133.25,-52.75,-52.75
104.504043,SpreadTrader,Tick,160,167,-7,3312,3312,10.92,-204.42,-204.42
104.504043,PriceTrader,Tick,426,434,-8,3312,3312,176.37,-106.37,-106.37
104.504043,BaseAutoTrader,Tick,430,431,-1,3312,3312,133.25,-52.75,-52.75
104.750774,SpreadTrader,Tick,160,167,-7,3312,3312,10.92,-204.42,-204.42
104.750774,PriceTrader,Tick,426,434,-8,3312,3312,176.37,-106.37,-106.37
104.750774,BaseAutoTrader,Tick,430,431,-1,3312,3312,133.25,-52.75,-52.75
105.000429,SpreadTrader,Tick,160,167,-7,3312,3312,10.92,-204.42,-204.42
105.000429,PriceTrader,Tick,436,434,2,3312,3312,173.06,-108.06,-108.06
105.000429,BaseAutoTrader,Tick,440,431,9,3312,3312,129.94,-54.44,-54.44
105.251028,SpreadTrader,Tick,160,167,-7,3312,3312,10.92,-204.42,-204.42
105.251028,PriceTrader,Tick,436,434,2,3312,3312,173.06,-108.06,-108.06
105.251028,BaseAutoTrader,Tick,440,431,9,3312,3312,129.94,-54.44,-54.44
105.500608,SpreadTrader,Tick,160,167,-7,3312,3312,10.92,-204.42,-204.42
105.500608,PriceTrader,Tick,436,434,2,3312,3312,173.06,-108.06,-108.06
105.500608,BaseAutoTrader,Tick,440,431,9,3312,3312,129.94,-54.44,-54.44
105.754806,SpreadTrader,Tick,160,167,-7,3312,3312,10.92,-204.42,-204.42
105.754806,PriceTrader,Tick,436,444,-8,3312,3312,169.75,-99.75,-99.75
105.754806,BaseAutoTrader,Tick,440,441,-1,3312,3312,126.63,-46.13,-46.13
106.00221,SpreadTrader,Tick,160,167,-7,3312,3312,10.92,-204.42,-204.42
106.00221,PriceTrader,Tick,446,444,2,3312,3312,176.37,-111.37,-111.37
106.00221,BaseAutoTrader,Tick,450,441,9,3312,3312,133.25,-57.75,-57.75
106.25019,SpreadTrader,Tick,160,167,-7,3312,3312,10.92,-204.42,-204.42
106.25019,PriceTrader,Tick,446,444,2,3312,3312,176.37,-111.37,-111.37
106.25019,BaseAutoTrader,Tick,450,441,9,3312,3312,133.25,-57.75,-57.75
106.501962,SpreadTrader,Tick,160,167,-7,3312,3312,10.92,-204.42,-204.42
106.501962,PriceTrader,Tick,446,454,-8,3312,3312,173.06,-103.06,-103.06
106.501962,BaseAutoTrader,Tick,450,451,-1,3312,3312,129.94,-49.44,-49.44
106.752182,SpreadTrader,Tick,160,167,-7,3312,3312,10.92,-204.42,-204.42
106.752182,PriceTrader,Tick,456,454,2,3312,3312,179.68,-114.68,-114.68
106.752182,BaseAutoTrader,Tick,460,451,9,3312,3312,136.56,-61.06,-61.06
107.000787,SpreadTrader,Tick,160,167,-7,3312,3312,10.92,-204.42,-204.42
107.000787,PriceTrader,Tick,456,464,-8,3312,3312,176.37,-106.37,-106.37
107.000787,BaseAutoTrader,Tick,460,461,-1,3312,3312,133.25,-52.75,-52.75
107.250406,SpreadTrader,Tick,160,167,-7,3312,3311,10.92,-204.42,-211.42
107.250406,PriceTrader,Tick,456,464,-8,3312,3311,176.37,-106.37,-114.37
107.250406,BaseAutoTrader,Tick,460,461,-1,3312,3311,133.25,-52.75,-53.75
107.503755,SpreadTrader,Tick,160,167,-7,3312,3311,10.92,-204.42,-211.42
107.503755,PriceTrader,Tick,456,474,-18,3312,3311,182.99,-97.99,-115.99
107.503755,BaseAutoTrader,Tick,460,471,-11,3312,3311,139.87,-44.37,-55.37
107.75099,SpreadTrader,Tick,160,167,-7,3312,3311,10.92,-204.42,-211.42
107.75099,PriceTrader,Tick,456,474,-18,3312,3311,182.99,-97.99,-115.99
107.75099,BaseAutoTrader,Tick,460,471,-11,3312,3311,139.87,-44.37,-55.37
108.003679,SpreadTrader,Tick,160,167,-7,3312,3311,10.92,-204.42,-211.42
108.003679,PriceTrader,Tick,456,474,-18,3312,3311,182.99,-97.99,-115.99
108.003679,BaseAutoTrader,Tick,460,471,-11,3312,3311,139.87,-44.37,-55.37
108.254273,SpreadTrader,Tick,160,167,-7,3312,3311,10.92,-204.42,-211.42
108.254273,PriceTrader,Tick,456,474,-18,3312,3311,182.99,-97.99,-115.99
108.254273,BaseAutoTrader,Tick,460,471,-11,3312,3311,139.87,-44.37,-55.37
108.504509,SpreadTrader,Tick,160,167,-7,3312,3311,10.92,-204.42,-211.42
108.504509,PriceTrader,Tick,456,474,-18,3312,3311,182.99,-97.99,-115.99
108.504509,BaseAutoTrader,Tick,460,471,-11,3312,3311,139.87,-44.37,-55.37
108.750979,SpreadTrader,Tick,160,167,-7,3312,3311,10.92,-204.42,-211.42
108.750979,PriceTrader,Tick,456,474,-18,3312,3311,182.99,-97.99,-115.99
108.750979,BaseAutoTrader,Tick,460,471,-11,3312,3311,139.87,-44.37,-55.37
109.003598,SpreadTrader,Tick,160,167,-7,3313,3311,10.92,-204.42,-218.42
109.003598,PriceTrader,Tick,466,474,-8,3313,3311,189.62,-119.62,-135.62
109.003598,BaseAutoTrader,Tick,470,471,-1,3313,3311,146.5,-66.0,-68.0
109.252143,SpreadTrader,Tick,160,167,-7,3313,3312,10.92,-204.42,-211.42
109.252143,PriceTrader,Tick,466,474,-8,3313,3312,189.62,-119.62,-127.62
109.252143,BaseAutoTrader,Tick,470,471,-1,3313,3312,146.5,-66.0,-67.0
109.502158,SpreadTrader,Tick,160,167,-7,3313,3312,10.92,-204.42,-211.42
109.502158,PriceTrader,Tick,466,474,-8,3313,3312,189.62,-119.62,-127.62
109.502158,BaseAutoTrader,Tick,470,471,-1,3313,3312,146.5,-66.0,-67.0
109.750769,SpreadTrader,Tick,160,167,-7,3313,3312,10.92,-204.42,-211.42
109.750769,PriceTrader,Tick,466,474,-8,3313,3312,189.62,-119.62,-127.62
109.750769,BaseAutoTrader,Tick,470,471,-1,3313,3312,146.5,-66.0,-67.0
110.0008,SpreadTrader,Tick,160,167,-7,3313,3312,10.92,-204.42,-211.42
110.0008,PriceTrader,Tick,466,474,-8,3313,3312,189.62,-119.62,-127.62
110.0008,BaseAutoTrader,Tick,470,471,-1,3313,3312,146.5,-66.0,-67.0
110.250914,SpreadTrader,Tick,160,167,-7,3313,3312,10.92,-204.42,-211.42
110.250914,PriceTrader,Tick,466,474,-8,3313,3312,189.62,-119.62,-127.62
110.250914,BaseAutoTrader,Tick,470,471,-1,3313,3312,146.5,-66.0,-67.0
110.500459,SpreadTrader,Tick,160,167,-7,3313,3312,10.92,-204.42,-211.42
110.500459,PriceTrader,Tick,466,474,-8,3313,3312,189.62,-119.62,-127.62
110.500459,BaseAutoTrader,Tick,470,471,-1,3313,3312,146.5,-66.0,-67.0
110.752149,SpreadTrader,Tick,160,167,-7,3313,3312,10.92,-204.42,-211.42
110.752149,PriceTrader,Tick,466,474,-8,3313,3312,189.62,-119.62,-127.62
110.752149,BaseAutoTrader,Tick,470,471,-1,3313,3312,146.5,-66.0,-67.0
111.000636,SpreadTrader,Tick,160,167,-7,3313,3312,10.92,-204.42,-211.42
111.000636,PriceTrader,Tick,466,474,-8,3313,3312,189.62,-119.62,-127.62
111.000636,BaseAutoTrader,Tick,470,471,-1,3313,3312,146.5,-66.0,-67.0
111.250354,SpreadTrader,Tick,160,167,-7,3313,3312,10.92,-204.42,-211.42
111.250354,PriceTrader,Tick,466,474,-8,3313,3312,189.62,-119.62,-127.62
111.250354,BaseAutoTrader,Tick,470,471,-1,3313,3312,146.5,-66.0,-67.0
111.500124,SpreadTrader,Tick,160,167,-7,3313,3312,10.92,-204.42,-211.42
111.500124,PriceTrader,Tick,466,474,-8,3313,3312,189.62,-119.62,-127.62
111.500124,BaseAutoTrader,Tick,470,471,-1,3313,3312,146.5,-66.0,-67.0
111.750547,SpreadTrader,Tick,160,167,-7,3312,3312,10.92,-204.42,-204.42
111.750547,PriceTrader,Tick,466,474,-8,3312,3312,189.62,-119.62,-119.62
111.750547,BaseAutoTrader,Tick,470,471,-1,3312,3312,146.5,-66.0,-66.0
112.002775,SpreadTrader,Tick,160,167,-7,3312,3312,10.92,-204.42,-204.42
112.002775,PriceTrader,Tick,466,474,-8,3312,3312,189.62,-119.62,-119.62
112.002775,BaseAutoTrader,Tick,470,471,-1,3312,3312,146.5,-66.0,-66.0
112.250846,SpreadTrader,Tick,160,167,-7,3312,3312,10.92,-204.42,-204.42
112.250846,PriceTrader,Tick,466,474,-8,3312,3312,189.62,-119.62,-119.62
112.250846,BaseAutoTrader,Tick,470,471,-1,3312,3312,146.5,-66.0,-66.0
112.501715,SpreadTrader,Tick,160,167,-7,3312,3312,10.92,-204.42,-204.42
112.501715,PriceTrader,Tick,466,474,-8,3312,3312,189.62,-119.62,-119.62
112.501715,BaseAutoTrader,Tick,470,471,-1,3312,3312,146.5,-66.0,-66.0
112.751796,SpreadTrader,Tick,160,167,-7,3311,3312,10.92,-204.42,-197.42
112.751796,PriceTrader,Tick,476,474,2,3311,3312,186.31,-121.31,-123.31
112.751796,BaseAutoTrader,Tick,480,471,9,3311,3312,143.19,-67.69,-76.69
113.003416,SpreadTrader,Tick,180,167,13,3313,3312,24.17,-227.67,-214.67
113.003416,PriceTrader,Tick,476,484,-8,3313,3312,183.0,-113.0,-121.0
113.003416,BaseAutoTrader,Tick,480,481,-1,3313,3312,139.88,-59.38,-60.38
113.25088,SpreadTrader,Tick,180,167,13,3313,3312,24.17,-227.67,-214.67
113.25088,PriceTrader,Tick,476,494,-18,3313,3312,189.63,-104.63,-122.63
113.25088,BaseAutoTrader,Tick,480,491,-11,3313,3312,146.51,-51.01,-62.01
113.505272,SpreadTrader,Tick,180,167,13,3311,3312,24.17,-227.67,-240.67
113.505272,PriceTrader,Tick,486,494,-8,3311,3312,186.32,-116.32,-108.32
113.505272,BaseAutoTrader,Tick,490,491,-1,3311,3312,143.2,-62.7,-61.7
113.754789,SpreadTrader,Tick,180,167,13,3311,3312,24.17,-227.67,-240.67
113.754789,PriceTrader,Tick,486,494,-8,3311,3312,186.32,-116.32,-108.32
113.754789,BaseAutoTrader,Tick,490,491,-1,3311,3312,143.2,-62.7,-61.7
114.002845,SpreadTrader,Tick,180,167,13,3311,3312,24.17,-227.67,-240.67
114.002845,PriceTrader,Tick,486,494,-8,3311,3312,186.32,-116.32,-108.32
114.002845,BaseAutoTrader,Tick,490,491,-1,3311,3312,143.2,-62.7,-61.7
114.251393,SpreadTrader,Tick,180,167,13,3311,3312,24.17,-227.67,-240.67
114.251393,PriceTrader,Tick,486,494,-8,3311,3312,186.32,-116.32,-108.32
114.251393,BaseAutoTrader,Tick,490,491,-1,3311,3312,143.2,-62.7,-61.7
114.500631,SpreadTrader,Tick,180,167,13,3311,3312,24.17,-227.67,-240.67
114.500631,PriceTrader,Tick,486,494,-8,3311,3312,186.32,-116.32,-108.32
114.500631,BaseAutoTrader,Tick,490,491,-1,3311,3312,143.2,-62.7,-61.7
114.754507,SpreadTrader,Tick,180,167,13,3311,3312,24.17,-227.67,-240.67
114.754507,PriceTrader,Tick,486,494,-8,3311,3312,186.32,-116.32,-108.32
114.754507,BaseAutoTrader,Tick,490,491,-1,3311,3312,143.2,-62.7,-61.7
115.003469,SpreadTrader,Tick,180,167,13,3311,3312,24.17,-227.67,-240.67
115.003469,PriceTrader,Tick,496,494,2,3311,3312,183.01,-118.01,-120.01
115.003469,BaseAutoTrader,Tick,500,491,9,3311,3312,139.89,-64.39,-73.39
