Time,Competitor,Operation,OrderId,Instrument,Side,Volume,Price,Lifespan,Fee
81.392607,,Insert,1862212,0,A,1300,3312,G,
81.392841,,Insert,1659658,0,A,2000,3317,G,
81.392888,,Cancel,1659658,,,-2000,,,
81.652912,,Cancel,7021280,,,-10000,,,
81.652912,,Cancel,7021281,,,-10000,,,
81.652912,,Insert,7021282,1,A,10000,3314,G,
81.652912,,Insert,7021283,1,B,10000,3309,G,
81.720401,,Insert,1771593,0,A,200,3311,F,
81.720401,,Amend,1928853,,,-200,,,
81.720401,,Insert,1915343,0,A,100,3311,F,
81.720562,,Cancel,1614602,,,-1500,,,
81.720568,,Cancel,1890111,,,-200,,,
81.720586,,Insert,1812388,0,B,1500,3309,G,
81.720632,,Insert,1810730,0,A,100,3314,G,
81.720712,,Insert,1767298,0,A,2000,3314,G,
81.72077,,Cancel,1634263,,,-2000,,,
81.721987,,Cancel,1988623,,,-100,,,
81.90639,,Cancel,1889357,,,-100,,,
82.301683,,Insert,5000667,1,A,224,3310,G,
82.600534,,Cancel,7021282,,,-10000,,,
82.600534,,Cancel,7021283,,,-10000,,,
82.600534,,Insert,7021284,1,A,10000,3314,G,
82.600534,,Insert,7021285,1,B,10000,3309,G,
82.732903,,Insert,1994176,0,A,100,3323,G,
82.946373,,Insert,5000668,1,B,239,3312,G,
83.168868,,Insert,5000669,1,A,32,3310,G,
83.240928,,Insert,5000670,1,A,136,3312,G,
83.240928,BaseAutoTrader,Trade,170,1,B,10,3313,,-3.31
83.240928,BaseAutoTrader,Hedge,170,0,A,10,3311,,
83.240928,PriceTrader,Trade,172,1,B,10,3313,,-3.31
83.240928,PriceTrader,Hedge,172,0,A,10,3311,,
83.254377,BaseAutoTrader,Cancel,171,,,-10,,,
83.254504,BaseAutoTrader,Insert,172,1,B,10,3312,G,
83.254619,BaseAutoTrader,Insert,173,1,A,10,3313,G,
83.254841,PriceTrader,Cancel,173,,,-10,,,
83.254931,PriceTrader,Insert,174,1,B,10,3312,G,
83.255109,PriceTrader,Insert,175,1,A,10,3313,G,
83.255339,SpreadTrader,Cancel,24,,,-20,,,
83.255486,SpreadTrader,Insert,26,1,B,20,3312,G,
83.255615,SpreadTrader,Insert,27,1,A,20,3314,G,
83.375191,,Insert,5000671,1,B,285,3311,G,
83.465797,,Cancel,7021284,,,-10000,,,
83.465797,,Cancel,7021285,,,-10000,,,
83.465797,,Insert,7021286,1,A,10000,3314,G,
83.465797,,Insert,7021287,1,B,10000,3309,G,
83.564469,,Insert,1637461,0,B,100,3309,G,
83.61293,,Insert,5000672,1,B,4,3310,G,
84.004691,,Cancel,7021286,,,-10000,,,
84.004691,,Cancel,7021287,,,-10000,,,
84.004691,,Insert,7021288,1,A,10000,3314,G,
84.004691,,Insert,7021289,1,B,10000,3309,G,
84.014433,,Insert,1820957,0,A,100,3312,G,
84.321438,,Insert,5000673,1,A,140,3310,G,
84.446742,,Cancel,7021288,,,-10000,,,
84.446742,,Cancel,7021289,,,-10000,,,
84.446742,,Insert,7021290,1,A,10000,3314,G,
84.446742,,Insert,7021291,1,B,10000,3309,G,
84.521701,,Insert,1950158,0,A,100,3311,F,
84.521701,,Insert,1995362,0,A,100,3311,F,
84.521701,,Insert,1863573,0,A,400,3311,F,
84.521759,,Cancel,7021290,,,-10000,,,
84.521759,,Cancel,7021291,,,-10000,,,
84.521759,,Insert,7021292,1,A,10000,3314,G,
84.521759,,Insert,7021293,1,B,10000,3309,G,
84.521837,,Insert,1870135,0,A,100,3312,G,
84.521852,,Cancel,1828937,,,-100,,,
84.521915,,Cancel,1813858,,,-100,,,
84.521922,,Insert,1802819,0,A,500,3312,G,
84.521937,,Insert,1847970,0,A,100,3313,G,
84.581802,,Cancel,1859553,,,-100,,,
84.581828,,Insert,1886972,0,B,100,3308,G,
84.581892,,Cancel,1870135,,,-100,,,
84.77709,,Cancel,7021292,,,-10000,,,
84.77709,,Cancel,7021293,,,-10000,,,
84.77709,,Insert,7021294,1,A,10000,3314,G,
84.77709,,Insert,7021295,1,B,10000,3309,G,
84.798198,,Insert,1610915,0,B,100,3310,G,
84.836259,,Insert,5000674,1,B,30,3310,G,
84.942327,,Insert,5000675,1,B,294,3311,G,
84.963658,,Cancel,7021294,,,-10000,,,
84.963658,,Cancel,7021295,,,-10000,,,
84.963658,,Insert,7021296,1,A,10000,3314,G,
84.963658,,Insert,7021297,1,B,10000,3309,G,
85.154258,,Insert,1879593,0,A,200,3312,G,
85.273165,,Cancel,1797329,,,-1000,,,
85.273165,,Insert,1995500,0,B,1000,3306,G,
85.290144,,Insert,1734634,0,A,500,3314,G,
85.55376,,Insert,5000676,1,B,71,3313,G,
85.55376,BaseAutoTrader,Trade,173,1,A,10,3313,,-3.31
85.55376,BaseAutoTrader,Hedge,173,0,B,10,3311,,
85.55376,PriceTrader,Trade,175,1,A,10,3313,,-3.31
85.55376,PriceTrader,Hedge,175,0,B,10,3311,,
85.754581,BaseAutoTrader,Cancel,172,,,-10,,,
85.754816,BaseAutoTrader,Insert,174,1,B,10,3313,G,
85.755044,BaseAutoTrader,Insert,175,1,A,10,3314,G,
85.755284,PriceTrader,Cancel,174,,,-10,,,
85.755452,PriceTrader,Insert,176,1,B,10,3313,G,
85.755723,PriceTrader,Insert,177,1,A,10,3314,G,
86.050588,,Cancel,7021296,,,-10000,,,
86.050588,,Cancel,7021297,,,-10000,,,
86.050588,,Insert,7021298,1,A,10000,3314,G,
86.050588,,Insert,7021299,1,B,10000,3309,G,
86.178753,,Insert,1947740,0,B,300,3312,F,
86.178753,,Insert,1882623,0,B,200,3312,F,
86.178753,,Insert,1751466,0,B,100,3312,F,
86.178868,,Cancel,7021298,,,-10000,,,
86.178868,,Cancel,7021299,,,-10000,,,
86.178868,,Insert,7021300,1,A,10000,3314,G,
86.178868,,Insert,7021301,1,B,10000,3309,G,
86.178894,,Insert,1771920,0,B,1200,3312,F,
86.178894,,Insert,1922871,0,B,100,3312,F,
86.178894,,Insert,1920938,0,B,500,3312,F,
86.178894,,Insert,1612241,0,B,200,3312,F,
86.178933,,Insert,1696386,0,B,1500,3310,G,
86.179037,,Insert,1925853,0,B,100,3311,G,
86.179054,,Cancel,1847970,,,-100,,,
86.179062,,Cancel,1873027,,,-100,,,
86.179067,,Cancel,1721482,,,-100,,,
86.179067,,Cancel,1948420,,,-1500,,,
86.179077,,Insert,1817146,0,B,100,3309,G,
86.179126,,Cancel,1767298,,,-2000,,,
86.179162,,Cancel,1810730,,,-100,,,
86.179182,,Insert,1920511,0,B,100,3309,G,
86.179199,,Insert,1926167,0,B,100,3310,G,
86.179217,,Insert,1772640,0,B,2000,3308,G,
86.179225,,Insert,1848610,0,B,200,3311,G,
86.179291,,Insert,1779026,0,B,2000,3309,G,
86.1793,,Insert,1587076,0,A,2000,3318,G,
86.179346,,Insert,1772455,0,B,1000,3311,G,
86.179363,,Cancel,1715523,,,-2000,,,
86.179363,,Cancel,1772640,,,-2000,,,
86.179407,,Insert,1843850,0,B,200,3312,G,
86.179461,,Insert,1954275,0,B,100,3312,G,
86.179467,,Insert,1905727,0,B,100,3310,G,
86.179493,,Cancel,1812388,,,-1500,,,
86.179493,,Insert,1637008,0,B,1500,3311,G,
86.179518,,Cancel,1611091,,,-500,,,
86.179528,,Cancel,1949218,,,-400,,,
86.179548,,Cancel,1854958,,,-100,,,
86.17958,,Cancel,1954228,,,-100,,,
86.17958,,Insert,1862785,0,B,2000,3307,G,
86.179635,,Cancel,1981395,,,-200,,,
86.179641,,Insert,1629897,0,A,2000,3319,G,
86.179709,,Cancel,1670292,,,-2000,,,
86.179719,,Cancel,1837174,,,-1500,,,
86.179779,,Insert,1650713,0,A,1500,3315,G,
86.179846,,Insert,1761615,0,B,100,3310,G,
86.179859,,Insert,1662430,0,A,2000,3316,G,
86.17991,,Insert,1974499,0,B,2000,3310,G,
86.179935,,Cancel,1587076,,,-2000,,,
86.179969,,Cancel,1779026,,,-2000,,,
86.179995,,Insert,1743461,0,B,2000,3306,G,
86.180072,,Insert,1769142,0,B,2000,3308,G,
86.180117,,Cancel,1862785,,,-2000,,,
86.181804,,Cancel,1817146,,,-100,,,
86.181828,,Cancel,1886972,,,-100,,,
86.185907,,Insert,1815408,0,B,100,3310,G,
86.219199,,Insert,1702676,0,A,2000,3318,G,
86.219253,,Cancel,1702676,,,-2000,,,
86.222107,,Cancel,1662430,,,-2000,,,
86.22224,,Insert,1891214,0,A,2000,3317,G,
86.222282,,Cancel,1629897,,,-2000,,,
86.261704,PriceTrader,Cancel,176,,,-10,,,
86.261878,PriceTrader,Cancel,177,,,-10,,,
86.262017,PriceTrader,Insert,178,1,B,10,3314,G,
86.262017,PriceTrader,Trade,178,1,B,10,3314,,6.63
86.262017,PriceTrader,Hedge,178,0,A,10,3312,,
86.262421,PriceTrader,Insert,179,1,A,10,3315,G,
86.262569,BaseAutoTrader,Cancel,174,,,-10,,,
86.262681,BaseAutoTrader,Cancel,175,,,-10,,,
86.26279,BaseAutoTrader,Insert,176,1,B,10,3314,G,
86.26279,SpreadTrader,Trade,27,1,A,9,3314,,-2.98
86.26279,SpreadTrader,Hedge,27,0,B,9,3312,,
86.26279,BaseAutoTrader,Trade,176,1,B,10,3314,,6.63
86.26279,BaseAutoTrader,Hedge,176,0,A,10,3312,,
86.26328,BaseAutoTrader,Insert,177,1,A,10,3315,G,
86.281804,,Insert,1582402,0,A,100,3316,G,
86.303835,,Insert,1950224,0,B,400,3308,G,
86.502311,BaseAutoTrader,Cancel,177,,,-10,,,
86.50252,BaseAutoTrader,Insert,178,1,B,10,3313,G,
86.502742,BaseAutoTrader,Insert,179,1,A,10,3314,G,
86.50296,PriceTrader,Cancel,179,,,-10,,,
86.503098,PriceTrader,Insert,180,1,B,10,3313,G,
86.503232,PriceTrader,Insert,181,1,A,10,3314,G,
86.561933,,Insert,1646548,0,A,1400,3313,G,
86.562011,,Cancel,1954275,,,-100,,,
86.562011,,Cancel,1582402,,,-100,,,
86.562022,,Insert,1943504,0,A,200,3313,G,
86.562038,,Insert,1584533,0,A,1500,3314,G,
86.56207,,Cancel,1761615,,,-100,,,
86.56216,,Cancel,1974499,,,-2000,,,
86.562167,,Insert,1850089,0,A,2000,3315,G,
86.562175,,Insert,1791493,0,B,2000,3307,G,
86.562234,,Cancel,1843850,,,-200,,,
86.562234,,Cancel,1743461,,,-2000,,,
86.562255,,Cancel,1850089,,,-2000,,,
86.562291,,Insert,1989402,0,A,100,3313,G,
86.562299,,Cancel,1772455,,,-1000,,,
86.562314,,Insert,1813552,0,B,2000,3309,G,
86.562359,,Cancel,1769142,,,-2000,,,
86.562414,,Cancel,1791493,,,-2000,,,
86.562533,,Insert,1792626,0,B,2000,3306,G,
86.562541,,Insert,1585984,0,A,2000,3316,G,
86.56259,,Cancel,1585984,,,-2000,,,
86.575949,,Cancel,7021300,,,-10000,,,
86.575949,,Cancel,7021301,,,-10000,,,
86.575949,,Insert,7021302,1,A,10000,3314,G,
86.575949,,Insert,7021303,1,B,10000,3309,G,
86.622106,,Cancel,1792626,,,-2000,,,
86.681804,,Insert,1884973,0,A,100,3314,G,
86.704091,,Insert,1716712,0,A,400,3317,G,
86.704103,,Insert,1831602,0,B,400,3307,G,
86.759172,PriceTrader,Cancel,180,,,-10,,,
86.75933,PriceTrader,Insert,182,1,B,10,3312,G,
86.759509,BaseAutoTrader,Cancel,178,,,-10,,,
86.759657,BaseAutoTrader,Insert,180,1,B,10,3312,G,
86.94441,,Cancel,7021302,,,-10000,,,
86.94441,,Cancel,7021303,,,-10000,,,
86.94441,,Insert,7021304,1,A,10000,3314,G,
86.94441,,Insert,7021305,1,B,10000,3309,G,
87.272459,,Insert,1988078,0,A,100,3313,G,
87.27253,,Insert,1735160,0,A,500,3313,G,
87.298379,,Insert,1647527,0,B,200,3304,G,
87.315924,,Cancel,1748574,,,-100,,,
87.315924,,Insert,1601502,0,B,100,3313,F,
87.482312,,Insert,1859945,0,B,200,3304,G,
87.504511,,Cancel,1950224,,,-400,,,
87.607772,,Cancel,7021304,,,-10000,,,
87.607772,,Cancel,7021305,,,-10000,,,
87.607772,,Insert,7021306,1,A,10000,3314,G,
87.607772,,Insert,7021307,1,B,10000,3309,G,
87.710269,,Insert,1744853,0,B,100,3313,F,
87.74844,,Cancel,1907640,,,-100,,,
87.953112,,Insert,1598465,0,B,3800,3312,G,
87.953176,,Insert,1819848,0,B,100,3311,G,
87.953209,,Cancel,1831602,,,-400,,,
87.953209,,Cancel,1943504,,,-200,,,
87.953217,,Insert,1649948,0,B,200,3312,G,
87.953227,,Cancel,1989402,,,-100,,,
87.953251,,Cancel,1735160,,,-500,,,
87.953333,,Insert,1636623,0,B,2000,3307,G,
87.981809,,Cancel,1905727,,,-100,,,
87.986526,,Insert,1694635,0,A,100,3312,F,
87.986882,,Insert,1818696,0,B,2000,3309,G,
87.986931,,Cancel,1818696,,,-2000,,,
88.007768,PriceTrader,Cancel,182,,,-10,,,
88.007932,PriceTrader,Insert,183,1,B,10,3313,G,
88.008131,BaseAutoTrader,Cancel,180,,,-10,,,
88.008278,BaseAutoTrader,Insert,181,1,B,10,3313,G,
89.231929,,Insert,5000677,1,A,191,3313,G,
89.231929,PriceTrader,Trade,183,1,B,10,3313,,-3.31
89.231929,PriceTrader,Hedge,183,0,A,10,3312,,
89.231929,BaseAutoTrader,Trade,181,1,B,10,3313,,-3.31
89.231929,BaseAutoTrader,Hedge,181,0,A,10,3312,,
89.252373,BaseAutoTrader,Cancel,179,,,-10,,,
89.252568,BaseAutoTrader,Insert,182,1,B,10,3312,G,
89.252735,BaseAutoTrader,Insert,183,1,A,10,3313,G,
89.252916,PriceTrader,Cancel,181,,,-10,,,
89.253057,PriceTrader,Insert,184,1,B,10,3312,G,
89.253217,PriceTrader,Insert,185,1,A,10,3313,G,
89.278676,,Insert,5000678,1,A,83,3313,G,
89.401192,,Insert,5000679,1,A,85,3311,G,
89.717605,,Insert,5000680,1,B,36,3313,G,
90.226947,,Insert,5000681,1,A,42,3311,G,
90.477409,,Insert,5000682,1,B,167,3313,G,
90.477409,BaseAutoTrader,Trade,183,1,A,10,3313,,-3.31
90.477409,BaseAutoTrader,Hedge,183,0,B,10,3312,,
90.477409,PriceTrader,Trade,185,1,A,10,3313,,-3.31
90.477409,PriceTrader,Hedge,185,0,B,10,3312,,
90.507395,PriceTrader,Cancel,184,,,-10,,,
90.507647,PriceTrader,Insert,186,1,B,10,3313,G,
90.507647,PriceTrader,Trade,186,1,B,10,3313,,6.63
90.507647,PriceTrader,Hedge,186,0,A,10,3312,,
90.508218,PriceTrader,Insert,187,1,A,10,3314,G,
90.508453,BaseAutoTrader,Cancel,182,,,-10,,,
90.508672,BaseAutoTrader,Insert,184,1,B,10,3313,G,
90.508672,BaseAutoTrader,Trade,184,1,B,10,3313,,6.63
90.508672,BaseAutoTrader,Hedge,184,0,A,10,3312,,
90.509057,BaseAutoTrader,Insert,185,1,A,10,3314,G,
90.538818,,Cancel,7021306,,,-10000,,,
90.538818,,Cancel,7021307,,,-10000,,,
90.538818,,Insert,7021308,1,A,10000,3315,G,
90.538818,,Insert,7021309,1,B,10000,3310,G,
90.697727,,Insert,1872356,0,B,100,3311,G,
90.753759,BaseAutoTrader,Cancel,185,,,-10,,,
90.754054,BaseAutoTrader,Insert,186,1,B,10,3312,G,
90.754254,BaseAutoTrader,Insert,187,1,A,10,3313,G,
90.754518,PriceTrader,Cancel,187,,,-10,,,
90.75475,PriceTrader,Insert,188,1,B,10,3312,G,
90.754935,PriceTrader,Insert,189,1,A,10,3313,G,
90.755279,SpreadTrader,Cancel,26,,,-20,,,
90.755405,SpreadTrader,Cancel,27,,,-11,,,
90.755647,SpreadTrader,Insert,28,1,B,20,3313,G,
90.755647,BaseAutoTrader,Trade,187,1,A,10,3313,,-3.31
90.755647,BaseAutoTrader,Hedge,187,0,B,10,3312,,
90.755647,PriceTrader,Trade,189,1,A,10,3313,,-3.31
90.755647,PriceTrader,Hedge,189,0,B,10,3312,,
90.755647,SpreadTrader,Trade,28,1,B,20,3313,,13.25
90.755647,SpreadTrader,Hedge,28,0,A,20,3312,,
90.757449,SpreadTrader,Insert,29,1,A,20,3315,G,
90.811459,,Insert,5000683,1,A,34,3312,G,
90.979179,,Cancel,7021308,,,-10000,,,
90.979179,,Cancel,7021309,,,-10000,,,
90.979179,,Insert,7021310,1,A,10000,3315,G,
90.979179,,Insert,7021311,1,B,10000,3310,G,
91.001727,PriceTrader,Cancel,188,,,-10,,,
91.001886,PriceTrader,Insert,190,1,B,10,3313,G,
91.002063,PriceTrader,Insert,191,1,A,10,3314,G,
91.002252,BaseAutoTrader,Cancel,186,,,-10,,,
91.002387,BaseAutoTrader,Insert,188,1,B,10,3313,G,
91.002516,BaseAutoTrader,Insert,189,1,A,10,3314,G,
91.002716,SpreadTrader,Cancel,29,,,-20,,,
91.002851,SpreadTrader,Insert,30,1,B,20,3311,G,
91.002981,SpreadTrader,Insert,31,1,A,20,3314,G,
91.121276,,Cancel,1988078,,,-100,,,
91.121276,,Insert,1652088,0,A,100,3314,G,
91.510921,,Insert,5000684,1,A,59,3314,G,
91.755743,,Cancel,7021310,,,-10000,,,
91.755743,,Cancel,7021311,,,-10000,,,
91.755743,,Insert,7021312,1,A,10000,3315,G,
91.755743,,Insert,7021313,1,B,10000,3310,G,
91.815004,,Cancel,1849261,,,-100,,,
91.905495,,Insert,5000685,1,A,99,3312,G,
91.905495,PriceTrader,Trade,190,1,B,10,3313,,-3.31
91.905495,PriceTrader,Hedge,190,0,A,10,3312,,
91.905495,BaseAutoTrader,Trade,188,1,B,10,3313,,-3.31
91.905495,BaseAutoTrader,Hedge,188,0,A,10,3312,,
91.979934,,Cancel,7021312,,,-10000,,,
91.979934,,Cancel,7021313,,,-10000,,,
91.979934,,Insert,7021314,1,A,10000,3315,G,
91.979934,,Insert,7021315,1,B,10000,3310,G,
92.004807,BaseAutoTrader,Cancel,189,,,-10,,,
92.005007,BaseAutoTrader,Insert,190,1,B,10,3312,G,
92.005219,BaseAutoTrader,Insert,191,1,A,10,3313,G,
92.005454,PriceTrader,Cancel,191,,,-10,,,
92.005697,PriceTrader,Insert,192,1,B,10,3312,G,
92.005909,PriceTrader,Insert,193,1,A,10,3313,G,
92.006275,SpreadTrader,Cancel,31,,,-20,,,
92.006425,SpreadTrader,Insert,32,1,A,20,3313,G,
92.047562,,Insert,1772894,0,B,100,3311,G,
92.112233,,Cancel,7021314,,,-10000,,,
92.112233,,Cancel,7021315,,,-10000,,,
92.112233,,Insert,7021316,1,A,10000,3315,G,
92.112233,,Insert,7021317,1,B,10000,3310,G,
92.126706,,Insert,1967134,0,B,100,3313,F,
92.126724,,Cancel,7021316,,,-10000,,,
92.126724,,Cancel,7021317,,,-10000,,,
92.126724,,Insert,7021318,1,A,10000,3315,G,
92.126724,,Insert,7021319,1,B,10000,3310,G,
92.126814,,Cancel,1884973,,,-100,,,
92.126823,,Cancel,7021318,,,-10000,,,
92.126823,,Cancel,7021319,,,-10000,,,
92.126823,,Insert,7021320,1,A,10000,3315,G,
92.126823,,Insert,7021321,1,B,10000,3310,G,
92.126851,,Cancel,1584533,,,-1500,,,
92.126856,,Cancel,7021320,,,-10000,,,
92.126856,,Cancel,7021321,,,-10000,,,
92.126856,,Insert,7021322,1,A,10000,3315,G,
92.126856,,Insert,7021323,1,B,10000,3310,G,
92.126901,,Insert,1804478,0,B,100,3310,G,
92.126901,,Cancel,7021322,,,-10000,,,
92.126901,,Cancel,7021323,,,-10000,,,
92.126901,,Insert,7021324,1,A,10000,3315,G,
92.126901,,Insert,7021325,1,B,10000,3310,G,
92.126913,,Insert,1908552,0,B,100,3311,G,
92.126968,,Insert,1663603,0,B,2000,3310,G,
92.12699,,Insert,1756475,0,A,1500,3314,G,
92.127028,,Cancel,1804478,,,-100,,,
92.127041,,Insert,1659231,0,B,2000,3306,G,
92.127048,,Cancel,1813552,,,-2000,,,
92.127104,,Cancel,1663603,,,-2000,,,
92.127125,,Insert,1985023,0,A,2000,3316,G,
92.127172,,Cancel,1985023,,,-2000,,,
92.127233,,Insert,1629694,0,B,2000,3309,G,
92.127309,,Cancel,1659231,,,-2000,,,
92.181823,,Insert,1791572,0,A,100,3315,G,
92.199879,,Insert,5000686,1,A,108,3311,G,
92.199879,BaseAutoTrader,Trade,190,1,B,10,3312,,-3.31
92.199879,BaseAutoTrader,Hedge,190,0,A,10,3312,,
92.199879,PriceTrader,Trade,192,1,B,5,3312,,-1.66
92.199879,PriceTrader,Hedge,192,0,A,5,3312,,
92.26371,BaseAutoTrader,Cancel,191,,,-10,,,
92.263903,BaseAutoTrader,Insert,192,1,B,10,3311,G,
92.264068,BaseAutoTrader,Insert,193,1,A,10,3312,G,
92.264068,PriceTrader,Trade,192,1,B,5,3312,,-1.66
92.264068,PriceTrader,Hedge,192,0,A,5,3312,,
92.264068,BaseAutoTrader,Trade,193,1,A,5,3312,,3.31
92.264068,BaseAutoTrader,Hedge,193,0,B,5,3312,,
92.415132,,Insert,5000687,1,A,75,3313,G,
92.415399,,Insert,5000688,1,A,40,3314,G,
92.504883,BaseAutoTrader,Cancel,192,,,-10,,,
92.504991,BaseAutoTrader,Cancel,193,,,-5,,,
92.505056,BaseAutoTrader,Insert,194,1,B,10,3312,G,
92.505162,BaseAutoTrader,Insert,195,1,A,10,3313,G,
92.505713,PriceTrader,Cancel,193,,,-10,,,
92.50598,PriceTrader,Insert,194,1,B,10,3311,G,
92.506106,PriceTrader,Insert,195,1,A,10,3312,G,
92.506106,BaseAutoTrader,Trade,194,1,B,10,3312,,-3.31
92.506106,BaseAutoTrader,Hedge,194,0,A,10,3312,,
92.506106,PriceTrader,Trade,195,1,A,10,3312,,6.62
92.506106,PriceTrader,Hedge,195,0,B,10,3312,,
92.564414,,Insert,1761629,0,B,100,3310,G,
92.601077,,Insert,5000689,1,A,9,3311,G,
92.612578,,Cancel,7021324,,,-10000,,,
92.612578,,Cancel,7021325,,,-10000,,,
92.612578,,Insert,7021326,1,A,10000,3315,G,
92.612578,,Insert,7021327,1,B,10000,3310,G,
92.757304,PriceTrader,Cancel,194,,,-10,,,
92.757511,PriceTrader,Insert,196,1,B,10,3312,G,
92.757746,PriceTrader,Insert,197,1,A,10,3313,G,
92.757976,BaseAutoTrader,Cancel,195,,,-10,,,
92.75817,BaseAutoTrader,Insert,196,1,B,10,3311,G,
92.758333,BaseAutoTrader,Insert,197,1,A,10,3312,G,
92.758333,PriceTrader,Trade,196,1,B,10,3312,,-3.31
92.758333,PriceTrader,Hedge,196,0,A,10,3312,,
92.758333,BaseAutoTrader,Trade,197,1,A,10,3312,,6.62
92.758333,BaseAutoTrader,Hedge,197,0,B,10,3312,,
92.759184,SpreadTrader,Cancel,30,,,-20,,,
92.759402,SpreadTrader,Cancel,32,,,-20,,,
92.759568,SpreadTrader,Insert,33,1,B,20,3310,G,
92.75973,SpreadTrader,Insert,34,1,A,20,3312,G,
93.003067,BaseAutoTrader,Cancel,196,,,-10,,,
93.003281,BaseAutoTrader,Insert,198,1,B,10,3312,G,
93.003281,SpreadTrader,Trade,34,1,A,10,3312,,-3.31
93.003281,SpreadTrader,Hedge,34,0,B,10,3312,,
93.003281,BaseAutoTrader,Trade,198,1,B,10,3312,,6.62
93.003281,BaseAutoTrader,Hedge,198,0,A,10,3312,,
93.004124,BaseAutoTrader,Insert,199,1,A,10,3313,G,
93.004406,PriceTrader,Cancel,197,,,-10,,,
93.00457,PriceTrader,Insert,198,1,B,10,3311,G,
93.004744,PriceTrader,Insert,199,1,A,10,3312,G,
93.174313,,Insert,1768438,0,B,100,3313,F,
93.174411,,Cancel,7021326,,,-10000,,,
93.174411,,Cancel,7021327,,,-10000,,,
93.174411,,Insert,7021328,1,A,10000,3315,G,
93.174411,,Insert,7021329,1,B,10000,3310,G,
93.174449,,Cancel,1756475,,,-1500,,,
93.174498,,Insert,1617014,0,B,100,3310,G,
93.174581,,Insert,1844061,0,B,2000,3310,G,
93.174622,,Cancel,1617014,,,-100,,,
93.174622,,Insert,1975030,0,A,1500,3314,G,
93.17463,,Cancel,1629694,,,-2000,,,
93.174638,,Insert,1924823,0,B,2000,3306,G,
93.17469,,Cancel,1844061,,,-2000,,,
93.174752,,Cancel,1891214,,,-2000,,,
93.174804,,Insert,1683709,0,B,2000,3309,G,
93.17487,,Insert,1679793,0,A,2000,3317,G,
93.174893,,Cancel,1924823,,,-2000,,,
93.257952,BaseAutoTrader,Cancel,199,,,-10,,,
93.258216,BaseAutoTrader,Insert,200,1,B,10,3311,G,
93.258428,BaseAutoTrader,Insert,201,1,A,10,3312,G,
93.2809,,Insert,1771838,0,A,1300,3312,F,
93.281011,,Insert,1864443,0,A,200,3313,G,
93.28104,,Cancel,1637008,,,-1500,,,
93.281049,,Insert,1965624,0,A,100,3313,G,
93.281083,,Insert,1820477,0,A,100,3315,G,
93.281095,,Insert,1954817,0,A,100,3314,G,
93.281107,,Cancel,1649948,,,-200,,,
93.281143,,Insert,1778521,0,A,2000,3315,G,
93.281169,,Cancel,1965624,,,-100,,,
93.281198,,Cancel,1679793,,,-2000,,,
93.281824,,Cancel,1791572,,,-100,,,
93.307504,,Cancel,1716712,,,-400,,,
93.473745,,Cancel,1883968,,,-100,,,
94.305974,,Insert,5000690,1,B,101,3311,G,
94.827658,,Insert,5000691,1,A,147,3314,G,
94.868419,,Cancel,7021328,,,-10000,,,
94.868419,,Cancel,7021329,,,-10000,,,
94.868419,,Insert,7021330,1,A,10000,3315,G,
94.868419,,Insert,7021331,1,B,10000,3310,G,
95.167202,,Insert,1594344,0,A,700,3312,F,
95.167261,,Cancel,7021330,,,-10000,,,
95.167261,,Cancel,7021331,,,-10000,,,
95.167261,,Insert,7021332,1,A,10000,3315,G,
95.167261,,Insert,7021333,1,B,10000,3310,G,
95.167312,,Insert,1967257,0,A,100,3313,G,
95.16732,,Cancel,7021332,,,-10000,,,
95.16732,,Cancel,7021333,,,-10000,,,
95.16732,,Insert,7021334,1,A,10000,3315,G,
95.16732,,Insert,7021335,1,B,10000,3310,G,
95.167325,,Cancel,1819848,,,-100,,,
95.167349,,Cancel,7021334,,,-10000,,,
95.167349,,Cancel,7021335,,,-10000,,,
95.167349,,Insert,7021336,1,A,10000,3315,G,
95.167349,,Insert,7021337,1,B,10000,3310,G,
95.167351,,Insert,1933610,0,A,1700,3312,F,
95.167387,,Insert,1878268,0,A,100,3312,G,
95.167487,,Insert,1942041,0,A,1500,3313,G,
95.167495,,Cancel,1650713,,,-1500,,,
95.167505,,Cancel,1908552,,,-100,,,
95.167514,,Insert,1857923,0,A,100,3313,G,
95.167522,,Cancel,1920511,,,-100,,,
95.167573,,Cancel,1878268,,,-100,,,
95.167589,,Cancel,1696386,,,-1500,,,
95.167595,,Insert,1819960,0,B,1500,3309,G,
95.167632,,Insert,1995391,0,A,2000,3317,G,
95.167639,,Cancel,1683709,,,-2000,,,
95.167799,,Insert,1638218,0,B,2000,3305,G,
95.177466,,Insert,1969534,0,B,100,3305,G,
95.187467,,Insert,1909560,0,B,100,3300,G,
95.19747,,Insert,1785511,0,B,100,3296,G,
95.221082,,Insert,1633079,0,B,100,3312,G,
95.22115,,Insert,1615677,0,B,100,3309,G,
95.221165,,Insert,1991106,0,A,100,3312,F,
95.221196,,Insert,1581015,0,B,1500,3310,G,
95.221205,,Cancel,1942041,,,-1500,,,
95.221245,,Insert,1702243,0,B,2000,3308,G,
95.221265,,Insert,1944403,0,B,100,3309,G,
95.221306,,Cancel,1995391,,,-2000,,,
95.221311,,Cancel,1636623,,,-2000,,,
95.221366,,Insert,1896765,0,B,4000,3309,G,
95.221426,,Insert,1577767,0,B,1000,3311,G,
95.221437,,Insert,1978601,0,A,2000,3318,G,
